"","cname","litdiff","p_polity2","pei_eir","wbgi_gee","wdi_birth","wdi_empagrf","wdi_empagrm","wdi_empch","wdi_expedu","wdi_fertility","wdi_gdpcapcon2010","wdi_poprul"
"159","Slovenia",0.0900039672851562,10,8.4510384,1.1706883,9.80000019073486,4.81699991226196,6.19700002670288,NA,4.78323984146118,1.62000000476837,25729.576171875,45.7270011901855
"160","Somalia",NA,5,NA,-2.2162058,41.9189987182617,87.3479995727539,82.0869979858398,NA,NA,6.16800022125244,NA,55.609001159668
"161","South Africa",1.2191162109375,9,7.5,0.28861064,20.9080009460449,3.7739999294281,6.46199989318848,NA,6.11305999755859,2.4300000667572,7476.38623046875,34.1500015258789
"162","Zimbabwe",0.901542663574219,4,3.8961539,-1.1887224,31.7320003509521,70.5930023193359,62.8419990539551,NA,5.81877994537354,3.70700001716614,1263.3212890625,67.7630004882812
"163","Spain",0.951614379882812,10,8.3387499,1.0338535,8.39999961853027,2.27099990844727,6.07499980926514,NA,4.20773983001709,1.30999994277954,32308.591796875,19.9200000762939
"164","South Sudan",11.4005489349365,0,NA,-2.4836612,35.3699989318848,74.2570037841797,42.3880004882812,NA,1.54390001296997,4.77500009536743,730.932067871094,80.6539993286133
"165","Sudan (2012-)",9.37192153930665,-4,3.6666667,-1.4332548,32.5419998168945,56.1710014343262,34.8219985961914,30.5550327301025,NA,4.4689998626709,1900.0927734375,65.629997253418
"166","Suriname",3.36198425292969,5,6.3636365,-0.61718988,18.7910003662109,4.17000007629395,9.62199974060059,NA,NA,2.44300007820129,7972.84033203125,33.9589996337891
"167","Eswatini (former Swaziland)",-0.255104064941406,-9,3.7857144,-0.54093295,26.7730007171631,11.0220003128052,14.6359996795654,NA,7.07032012939453,3.01799988746643,4698.95166015625,76.375
"168","Sweden",NA,10,9.4078674,1.8375756,11.5,1.01699995994568,2.57599997520447,NA,7.56883001327515,1.77999997138977,57467.25,12.8540000915527
"169","Switzerland",NA,10,9.25,2.0562606,10.3000001907349,2.58699989318848,3.55900001525879,NA,5.13018989562988,1.51999998092651,77684.046875,26.2390003204346
"170","Syria",NA,-9,1.5625,-1.7697716,24.1149997711182,8.98499965667725,11.7200002670288,NA,NA,2.84699988365173,NA,46.5
"171","Tajikistan",0.120002746582031,-3,3.0089285,-1.1148585,31.3640003204346,62.2470016479492,37.0730018615723,NA,5.23138999938965,3.60599994659424,1024.85900878906,73.0179977416992
"172","Thailand",2.77383422851562,-3,4.9285712,0.38496685,10.5129995346069,28.4860000610352,33.9440002441406,NA,NA,1.53199994564056,6135.47216796875,50.7999992370605
"173","Togo",26.017650604248,-2,2.9166665,-1.1249914,33.5499992370605,37.1370010375977,40.7729988098145,35.2258987426758,4.98975992202759,4.38399982452393,661.148132324219,58.8380012512207
"174","Tonga",-0.124046325683594,NA,8.5714283,-0.2178819,24.6259994506836,2.58299994468689,39.3639984130859,NA,NA,3.59500002861023,4415.8896484375,76.8310012817383
"175","Trinidad and Tobago",NA,10,NA,0.25940228,13.3020000457764,1.45299994945526,4.42999982833862,NA,NA,1.7389999628067,15261.8720703125,46.7949981689453
"176","United Arab Emirates",-2.54145050048828,-8,NA,1.4155799,10.456000328064,0.0099999997764826,1.93499994277954,NA,NA,1.44799995422363,41460.28515625,13.7519998550415
"177","Tunisia",13.8363494873047,7,7.9711537,-0.081631728,18.0100002288818,10.2840003967285,14.8009996414185,NA,6.59601020812988,2.21900010108948,4343.43994140625,31.3579998016357
"178","Turkey",5.32169342041016,-4,5.4250002,0.076711886,16.2639999389648,28.2049999237061,15.3009996414185,NA,NA,2.08100008964539,14975.0869140625,25.3560009002686
"179","Turkmenistan",0.150001525878906,-8,1.8,-1.2118202,24.6149997711182,19.8600006103516,21.4850006103516,NA,NA,2.83599996566773,7318.0654296875,48.8470001220703
"180","Tuvalu",NA,NA,NA,-0.74367589,NA,NA,NA,NA,NA,NA,3590.29248046875,38.4700012207031
"181","Uganda",11.8179550170898,-1,3.4166667,-0.57758605,38.9469985961914,77.6510009765625,68.6399993896484,NA,2.27204990386963,5.09499979019165,912.986572265625,76.8040008544922
"182","Ukraine",NA,4,6.9230766,-0.45758113,9.39999961853027,13.045000076294,17.6009998321533,NA,5.41226005554199,1.37399995326996,2988.50415039062,30.753999710083
"183","North Macedonia",2.11000061035156,9,5.3055553,0.14744292,10.9530000686646,15.8739995956421,16.4829998016357,NA,NA,1.50100004673004,5300.81494140625,42.2519989013672
"184","Egypt",10.9895248413086,-4,3.9682541,-0.6196748,27.0499992370606,36.9010009765625,21.992000579834,NA,NA,3.36999988555908,2818.54736328125,57.2949981689453
"185","United Kingdom",NA,8,8.3901806,1.414133,11.3999996185303,0.647000014781952,1.61000001430511,NA,5.44209003448486,1.74000000953674,43010.70703125,16.8570003509521
"186","Tanzania",10.1110229492188,3,5.3571429,-0.6340906,37.0750007629395,68.7360000610352,64.1539993286133,34.7348403930664,4.4305100440979,4.95300006866455,937.301513671875,66.9469985961914
"187","United States",NA,8,6.9166665,1.5542984,11.8000001907349,0.745999991893768,2.0090000629425,NA,4.96174001693726,1.76549994945526,53552.484375,17.9419994354248
"188","Burkina Faso",17.3869705200195,6,8.2222223,-0.57994318,38.4189987182617,18.632999420166,33.1590003967285,NA,5.60346984863281,5.27099990844727,771.64794921875,71.2570037841797
"189","Uruguay",-0.729721069335938,10,9.375,0.43178308,13.9630002975464,3.86700010299683,12.6800003051758,NA,4.8403000831604,1.98300004005432,14437.384765625,4.76000022888184
"190","Uzbekistan",0.0141067504882812,-9,2.2222223,-0.55788147,22.1000003814697,26.1450004577637,24.7000007629394,NA,5.2813401222229,2.41899991035461,2290.38134765625,49.4500007629395
"191","Venezuela",-0.174598693847656,-3,3.2482669,-1.3983279,18.2320003509521,1.16999995708466,11.9610004425049,NA,NA,2.29399991035461,14025.357421875,11.8170003890991
"192","Samoa",-0.288948059082031,NA,8,0.61618179,24.6889991760254,7.10799980163574,43.8950004577637,NA,4.1622200012207,3.92600011825561,3848.30126953125,81.5479965209961
"193","Yemen",NA,0,NA,-1.9154339,31.0400009155273,47.7890014648438,28.2919998168945,NA,NA,3.89000010490417,643.164001464844,63.984001159668
"194","Zambia",7.51773834228516,6,5.2638888,-0.62756807,36.6990013122559,55.8400001525879,44.6339988708496,NA,3.72965002059936,4.71799993515015,1660.76623535156,57.023998260498
