"","cname","litdiff","p_polity2","pei_eir","wbgi_gee","wdi_birth","wdi_empagrf","wdi_empagrm","wdi_empch","wdi_expedu","wdi_fertility","wdi_gdpcapcon2010","wdi_poprul"
"143","Romania",0.50823974609375,9,7.5866013,-0.17212807,10.3000001907349,22.2840003967285,23.1590003967285,NA,3.09539008140564,1.71000003814697,10981.640625,46.0639991760254
"144","Russia",-0.00894927978515625,4,4.1153846,-0.075626113,11.5,4.03599977493286,7.66200017929077,NA,4.68990993499756,1.62000000476837,11550.525390625,25.7080001831055
"145","Rwanda",8.16426086425781,-3,5.5619049,0.26685211,32.0620002746582,73.765998840332,54.5349998474121,5.90000009536743,3.11083006858826,4.08799982070923,799.466857910156,82.875
"146","St Kitts and Nevis",NA,NA,NA,0.56055421,12.6000003814697,NA,NA,NA,2.6434600353241,NA,16589.466796875,69.2269973754883
"147","St Lucia",NA,NA,NA,0.26534998,12.1429996490478,11.878999710083,22.3390007019043,NA,3.33179998397827,1.44799995422363,9046.2744140625,81.3880004882812
"148","St Vincent and the Grenadines",NA,NA,NA,0.26534998,14.4029998779297,4.95300006866455,15.5509996414185,NA,5.7319598197937,1.91100001335144,6730.89892578125,48.2159996032715
"149","San Marino",0.0301742553710938,NA,NA,NA,6.69999980926514,NA,NA,NA,3.37033009529114,NA,49542.76953125,2.92799997329712
"150","Sao Tome and Principe",6.64694976806641,NA,6.5285716,-0.75009114,31.9669990539551,9.54899978637695,25.0400009155273,NA,5.08415985107422,4.37400007247925,1283.60668945312,28.0319995880127
"151","Saudi Arabia",4.39650726318359,-10,NA,0.25723884,18.3190002441406,0.244000002741814,4.09600019454956,NA,NA,2.37299990653992,20693.943359375,16.3780002593994
"152","Senegal",25.0137176513672,7,5,-0.31749743,35.1199989318848,26.6089992523193,34.8419990539551,25.1388702392578,4.62496995925903,4.69700002670288,1495.34191894531,53.2599983215332
"153","Serbia",1.27142333984375,8,5.7150998,0.18426937,9.19999980926514,14.9289999008179,19.0230007171631,17.9379005432129,3.71509003639221,1.49000000953674,6565.4638671875,44.0579986572266
"154","Seychelles",-0.938438415527344,NA,NA,0.41476256,17.2000007629394,NA,NA,NA,4.42102003097534,2.41000008583069,14028.720703125,43.7389984130859
"155","Sierra Leone",16.794849395752,7,6.6666665,-1.1757572,33.9389991760254,53.6150016784668,58.9179992675781,NA,4.63576984405518,4.35900020599365,466.945068359375,58.3639984130859
"156","Singapore",3.10745239257812,-2,5.7857141,2.2200983,8.89999961853027,0.351999998092651,1.04900002479553,NA,NA,1.1599999666214,57378.86328125,0
"157","Slovakia",NA,10,8.5737181,0.80065566,10.6999998092651,1.37000000476837,3.82399988174439,NA,3.93913006782532,1.51999998092651,19832.189453125,46.2490005493164
"158","Vietnam",2.86006927490234,-7,3,0.0094425073,16.9790000915527,41.4679985046387,38.951000213623,NA,4.16744995117188,2.04200005531311,1852.96301269531,64.7870025634766
