"","votereg","age","female","nohighschool","collegeorhigher","nonwhite","married","employed","republican","democrat","independent","partisanship","impeach"
"8523",0,44,0,0,0,1,1,1,0,0,1,"Independent",1
"8524",1,44,1,0,1,0,0,0,0,1,0,"Democrat",1
"8525",1,33,1,0,1,0,0,0,0,1,0,"Democrat",1
"8526",1,26,1,0,1,0,0,1,0,1,0,"Democrat",1
"8527",0,28,1,0,1,0,0,1,1,0,0,"Republican",0
"8528",1,67,1,0,0,0,1,0,1,0,0,"Republican",0
"8529",1,21,0,0,1,0,0,0,0,0,1,"Independent",1
"8530",1,37,1,0,1,0,1,0,1,0,0,"Republican",0
"8531",0,40,1,1,0,0,0,0,0,1,0,"Democrat",1
"8533",1,35,1,0,1,1,1,1,0,1,0,"Democrat",1
"8535",1,24,0,0,1,1,0,1,1,0,0,"Republican",1
"8536",1,23,0,0,1,0,0,0,1,0,0,"Republican",0
"8538",1,39,1,0,1,1,1,1,0,1,0,"Democrat",1
"8539",1,56,1,0,1,1,0,1,0,1,0,"Democrat",1
"8540",1,39,0,0,1,0,1,0,1,0,0,"Republican",0
"8542",1,94,1,0,0,0,0,0,1,0,0,"Republican",0
"8543",1,42,0,1,0,1,0,1,0,1,0,"Democrat",1
"8545",1,31,1,0,1,0,1,1,1,0,0,"Republican",0
"8546",1,24,1,0,1,0,1,0,0,1,0,"Democrat",0
"8547",1,31,1,0,1,1,1,1,0,1,0,"Democrat",1
"8549",1,36,0,0,1,0,0,0,0,0,1,"Independent",0
"8550",1,34,0,0,1,0,1,1,0,0,1,"Independent",1
"8551",1,47,1,0,1,1,0,1,0,0,1,"Independent",0
"8552",1,31,1,0,1,0,0,1,0,1,0,"Democrat",1
"8553",1,31,1,0,1,0,0,1,1,0,0,"Republican",0
"8554",1,34,1,0,1,1,0,1,0,0,1,"Independent",0
"8556",1,19,1,0,1,0,0,1,0,1,0,"Democrat",1
"8557",1,48,1,0,1,1,0,1,0,0,1,"Independent",1
"8558",1,39,1,0,1,1,1,0,0,0,1,"Independent",0
"8559",1,67,1,1,0,0,1,0,1,0,0,"Republican",0
"8560",1,43,1,0,1,1,0,1,0,0,1,"Independent",1
"8561",1,59,1,0,1,1,1,0,0,1,0,"Democrat",1
"8562",1,60,0,0,0,0,1,1,1,0,0,"Republican",0
"8563",1,31,0,0,1,1,1,1,0,1,0,"Democrat",1
"8564",1,26,0,0,1,0,0,1,0,1,0,"Democrat",1
"8566",1,41,1,0,1,1,1,1,1,0,0,"Republican",1
"8567",0,22,1,0,0,1,0,0,0,1,0,"Democrat",1
"8568",1,21,1,0,1,0,0,0,1,0,0,"Republican",0
"8569",0,19,1,0,1,0,0,0,0,1,0,"Democrat",1
"8570",1,39,1,0,1,0,1,1,1,0,0,"Republican",0
"8571",1,63,0,0,0,0,0,1,0,0,1,"Independent",0
"8572",1,26,1,1,0,0,1,0,1,0,0,"Republican",0
"8573",1,45,1,0,1,0,1,1,0,0,1,"Independent",1
"8575",1,48,0,0,0,0,0,1,1,0,0,"Republican",0
"8576",1,43,0,0,1,0,0,0,0,0,1,"Independent",1
"8577",1,28,1,0,1,0,0,1,1,0,0,"Republican",0
"8578",1,34,0,0,1,0,1,1,0,1,0,"Democrat",0
"8579",1,68,1,1,0,0,1,0,0,1,0,"Democrat",1
"8580",1,49,1,1,0,0,1,1,1,0,0,"Republican",0
"8581",1,21,0,0,1,0,0,0,0,1,0,"Democrat",1
"8582",1,78,0,0,0,0,0,0,0,0,1,"Independent",0
"8583",1,73,1,0,0,0,0,1,0,1,0,"Democrat",1
"8584",1,22,1,0,1,0,0,1,0,1,0,"Democrat",1
"8585",1,50,1,0,0,0,0,1,0,0,1,"Independent",1
"8586",1,33,1,0,0,1,1,0,1,0,0,"Republican",0
"8587",1,57,0,0,1,1,1,0,1,0,0,"Republican",0
"8588",1,38,1,0,0,0,1,1,1,0,0,"Republican",0
"8589",1,48,1,0,0,0,0,1,0,0,1,"Independent",0
"8590",1,23,1,0,1,0,0,1,0,1,0,"Democrat",1
"8591",1,58,1,0,1,1,0,1,1,0,0,"Republican",1
"8592",1,84,1,1,0,0,1,0,1,0,0,"Republican",0
"8593",1,55,0,0,0,0,0,1,1,0,0,"Republican",0
"8594",1,55,1,0,0,1,1,0,0,1,0,"Democrat",1
"8596",0,32,1,0,0,0,0,0,0,0,1,"Independent",0
"8597",1,31,0,0,1,0,0,1,0,0,1,"Independent",1
"8598",1,42,0,0,1,0,1,1,0,1,0,"Democrat",1
"8600",1,43,1,0,0,0,0,1,1,0,0,"Republican",0
"8601",1,50,0,0,0,0,1,0,0,1,0,"Democrat",0
"8602",1,34,1,0,1,1,0,0,1,0,0,"Republican",0
"8603",1,20,1,0,1,0,0,0,0,1,0,"Democrat",1
"8604",0,27,1,0,1,1,1,0,0,0,1,"Independent",1
"8605",1,61,1,0,1,1,1,0,0,1,0,"Democrat",1
"8606",1,34,1,0,1,1,1,1,1,0,0,"Republican",1
"8607",1,35,1,0,1,0,0,1,0,1,0,"Democrat",1
"8608",1,70,1,0,0,0,1,0,1,0,0,"Republican",0
"8609",0,27,1,0,1,1,0,0,0,1,0,"Democrat",0
"8610",1,21,1,0,1,0,0,0,0,1,0,"Democrat",1
"8611",1,38,1,0,1,1,1,1,1,0,0,"Republican",0
"8612",1,43,1,0,1,0,0,0,1,0,0,"Republican",0
"8613",1,36,1,0,1,0,0,1,0,0,1,"Independent",1
"8614",1,41,1,0,1,0,0,0,0,1,0,"Democrat",1
"8615",1,26,1,0,1,0,0,1,0,0,1,"Independent",0
"8616",1,63,1,0,1,1,1,1,0,1,0,"Democrat",1
"8617",1,66,1,0,0,0,1,0,1,0,0,"Republican",0
"8618",1,26,1,0,1,0,0,1,0,1,0,"Democrat",1
"8619",1,39,1,0,1,0,1,0,1,0,0,"Republican",0
"8620",1,40,1,0,0,0,0,1,0,0,1,"Independent",1
"8621",0,26,0,0,1,0,0,1,1,0,0,"Republican",1
"8622",1,35,0,0,1,0,1,0,0,1,0,"Democrat",1
"8625",1,22,0,0,1,0,0,0,0,0,1,"Independent",1
"8626",1,61,1,0,1,1,0,1,0,1,0,"Democrat",1
"8627",0,20,1,0,0,0,0,0,0,0,1,"Independent",1
"8628",1,46,1,1,0,1,1,0,0,0,1,"Independent",1
"8629",1,28,1,0,1,0,0,1,0,1,0,"Democrat",0
"8630",0,38,1,1,0,0,0,0,0,0,1,"Independent",0
"8631",0,43,0,0,1,1,0,0,0,1,0,"Democrat",0
"8632",1,33,1,0,1,0,1,0,0,1,0,"Democrat",1
"8633",1,29,1,0,1,0,0,1,0,0,1,"Independent",1
"8634",1,38,1,0,1,0,1,1,0,1,0,"Democrat",1
"8635",1,43,1,1,0,1,0,0,0,0,1,"Independent",0
"8636",0,30,1,0,1,1,0,0,0,0,1,"Independent",1
"8637",1,39,1,0,1,0,0,1,0,1,0,"Democrat",1
"8638",1,58,1,1,0,0,1,1,0,0,1,"Independent",1
"8639",1,25,1,0,1,1,0,1,0,1,0,"Democrat",1
"8640",1,46,1,0,0,0,1,1,0,1,0,"Democrat",1
"8642",1,55,0,0,0,0,1,0,0,1,0,"Democrat",0
"8644",1,36,1,0,1,0,1,1,1,0,0,"Republican",1
"8645",1,54,1,0,0,0,1,1,0,0,1,"Independent",0
"8646",1,38,0,0,1,0,1,1,1,0,0,"Republican",0
"8647",1,28,1,0,0,0,0,1,0,0,1,"Independent",1
"8648",1,52,1,0,0,0,0,1,0,0,1,"Independent",1
"8650",1,37,0,0,1,1,0,1,0,0,1,"Independent",1
"8651",1,37,1,0,1,0,1,1,1,0,0,"Republican",1
"8652",1,20,1,0,1,0,0,0,0,1,0,"Democrat",1
"8654",1,65,0,0,0,0,0,0,0,0,1,"Independent",1
"8655",1,41,1,0,1,0,1,1,0,0,1,"Independent",1
"8656",1,33,1,0,1,0,1,1,0,0,1,"Independent",0
"8657",1,43,1,0,1,0,0,0,0,0,1,"Independent",1
"8658",0,52,1,0,0,0,1,1,0,0,1,"Independent",0
"8660",1,49,0,0,0,0,1,1,0,0,1,"Independent",0
"8661",1,35,1,0,0,0,0,1,1,0,0,"Republican",0
"8662",1,37,1,0,1,0,1,1,1,0,0,"Republican",1
"8663",1,38,1,0,1,0,1,1,0,0,1,"Independent",1
"8664",1,51,0,0,0,0,0,1,1,0,0,"Republican",0
"8666",1,63,0,1,0,0,1,1,0,0,1,"Independent",0
"8667",1,56,0,0,0,0,0,1,1,0,0,"Republican",0
"8668",1,48,1,1,0,0,0,0,0,1,0,"Democrat",0
"8669",0,50,1,0,0,0,0,1,0,0,1,"Independent",0
"8670",1,37,1,0,0,0,1,0,1,0,0,"Republican",0
"8671",1,30,0,0,1,0,1,1,0,0,1,"Independent",1
"8672",1,34,0,0,1,0,0,1,0,0,1,"Independent",0
"8673",1,47,0,0,0,0,0,0,1,0,0,"Republican",0
"8674",1,43,0,0,1,0,1,1,0,1,0,"Democrat",1
"8675",1,47,0,0,1,1,0,1,0,0,1,"Independent",1
"8676",1,65,0,0,0,0,0,0,1,0,0,"Republican",0
"8677",1,59,0,0,0,1,1,0,0,0,1,"Independent",0
"8678",1,40,1,0,1,0,1,0,0,1,0,"Democrat",1
"8679",1,41,0,0,0,0,0,1,0,1,0,"Democrat",0
"8680",0,43,1,0,1,1,1,1,0,1,0,"Democrat",1
"8682",1,40,1,0,1,1,0,1,0,1,0,"Democrat",1
"8683",1,41,0,0,1,1,0,0,0,1,0,"Democrat",1
"8684",1,62,0,0,0,0,0,0,0,0,1,"Independent",0
"8685",1,51,1,0,0,0,1,1,1,0,0,"Republican",0
"8687",1,53,0,0,0,0,0,1,1,0,0,"Republican",0
"8688",1,52,0,0,0,0,0,0,0,0,1,"Independent",1
"8689",1,40,0,0,1,0,0,0,0,1,0,"Democrat",1
"8690",1,57,1,0,0,0,0,0,1,0,0,"Republican",0
"8691",1,44,0,0,1,0,1,1,0,0,1,"Independent",1
"8692",1,49,1,0,0,0,1,0,1,0,0,"Republican",0
"8693",1,38,1,0,1,1,0,1,0,0,1,"Independent",0
"8694",1,30,1,0,1,0,1,0,0,1,0,"Democrat",1
"8695",1,35,1,0,0,0,0,1,0,1,0,"Democrat",0
"8697",1,35,1,0,1,0,1,1,1,0,0,"Republican",0
"8699",0,42,1,0,0,0,0,1,1,0,0,"Republican",0
"8700",1,63,0,0,0,0,0,0,0,1,0,"Democrat",1
"8702",0,57,1,1,0,1,1,0,0,0,1,"Independent",0
"8704",1,70,1,0,0,0,0,1,0,1,0,"Democrat",0
"8705",1,37,0,0,1,0,1,1,0,0,1,"Independent",1
"8706",1,56,1,0,0,0,1,1,0,0,1,"Independent",1
"8707",1,41,1,0,1,0,1,0,0,0,1,"Independent",1
"8708",0,30,0,0,1,1,1,1,0,0,1,"Independent",0
"8709",1,63,0,0,0,0,1,1,0,1,0,"Democrat",1
"8710",1,29,0,0,1,0,1,1,0,0,1,"Independent",1
"8711",1,40,1,0,1,1,0,0,0,1,0,"Democrat",0
"8712",1,62,0,0,0,0,1,0,0,0,1,"Independent",1
"8713",1,35,0,0,1,0,1,1,0,0,1,"Independent",0
"8714",1,37,1,1,0,1,0,0,0,1,0,"Democrat",1
"8715",1,35,1,0,1,0,1,1,1,0,0,"Republican",0
"8716",1,66,0,0,0,0,0,0,0,0,1,"Independent",0
"8717",0,38,0,0,1,0,0,1,0,0,1,"Independent",0
"8718",1,61,1,0,0,0,1,0,1,0,0,"Republican",0
"8720",1,41,0,0,1,1,1,0,0,0,1,"Independent",0
"8721",1,42,1,0,1,1,0,0,0,1,0,"Democrat",1
"8722",1,69,1,0,0,0,1,0,0,1,0,"Democrat",0
"8723",1,83,0,0,0,0,0,0,1,0,0,"Republican",0
"8724",1,33,1,0,1,0,0,1,1,0,0,"Republican",1
"8725",1,34,1,0,1,0,1,1,0,1,0,"Democrat",0
"8726",1,43,1,0,1,1,0,1,0,1,0,"Democrat",1
"8727",1,57,0,0,0,0,0,0,1,0,0,"Republican",0
"8729",1,38,0,0,1,0,1,1,0,1,0,"Democrat",1
"8730",1,39,0,0,1,0,1,1,0,0,1,"Independent",1
"8731",1,58,1,0,0,1,0,1,0,1,0,"Democrat",1
"8732",1,37,1,0,1,0,0,1,1,0,0,"Republican",1
"8733",1,40,0,0,1,0,0,1,0,0,1,"Independent",0
"8734",1,77,1,1,0,0,1,0,0,1,0,"Democrat",1
"8735",1,39,0,0,1,1,1,1,0,0,1,"Independent",0
"8736",1,68,0,1,0,0,1,0,0,0,1,"Independent",0
"8737",1,73,1,0,0,0,0,0,0,1,0,"Democrat",1
"8738",1,31,1,0,1,0,1,0,0,1,0,"Democrat",1
"8739",1,34,1,0,1,0,1,1,0,1,0,"Democrat",1
"8740",1,39,0,0,0,0,1,1,1,0,0,"Republican",1
"8741",1,61,0,0,0,0,1,0,0,0,1,"Independent",1
"8742",1,45,1,0,0,0,1,1,1,0,0,"Republican",0
"8744",1,43,1,0,1,0,0,1,0,0,1,"Independent",0
"8745",1,29,0,0,1,0,1,1,0,1,0,"Democrat",1
"8746",1,36,0,0,0,0,1,1,1,0,0,"Republican",1
"8748",1,61,0,0,0,0,0,0,0,0,1,"Independent",0
"8749",1,62,0,0,0,0,0,1,0,0,1,"Independent",1
"8750",1,49,1,0,0,1,0,1,0,1,0,"Democrat",1
"8751",1,27,0,0,1,0,0,1,0,0,1,"Independent",1
"8752",1,31,1,0,0,1,0,0,0,1,0,"Democrat",0
"8753",1,36,1,0,0,0,1,1,1,0,0,"Republican",1
"8754",1,51,1,0,0,0,1,1,1,0,0,"Republican",0
"8755",1,49,1,0,1,1,0,1,1,0,0,"Republican",0
"8756",1,37,1,0,1,0,1,0,1,0,0,"Republican",0
"8757",1,30,1,0,0,0,1,0,1,0,0,"Republican",0
"8758",1,69,1,0,0,0,0,0,1,0,0,"Republican",0
"8759",1,34,1,0,0,0,0,0,1,0,0,"Republican",0
"8760",1,60,1,0,1,1,0,0,0,1,0,"Democrat",1
"8761",1,42,0,0,1,0,1,1,0,0,1,"Independent",1
"8762",1,37,1,0,1,0,1,1,0,1,0,"Democrat",1
"8763",1,76,1,1,0,0,0,0,0,1,0,"Democrat",1
"8764",1,43,0,0,1,0,0,1,0,1,0,"Democrat",1
"8765",1,29,0,0,1,0,0,1,1,0,0,"Republican",0
"8766",1,34,0,0,1,0,1,1,0,0,1,"Independent",0
"8768",1,60,0,0,0,0,1,1,1,0,0,"Republican",0
"8769",1,25,1,0,1,0,0,0,0,1,0,"Democrat",1
"8770",1,43,1,0,1,1,1,0,0,0,1,"Independent",0
"8771",1,49,1,0,1,1,1,0,0,0,1,"Independent",1
"8774",1,55,0,0,0,0,1,1,1,0,0,"Republican",0
"8775",1,42,1,0,0,0,1,1,0,0,1,"Independent",0
"8776",1,39,1,0,1,0,1,1,0,1,0,"Democrat",1
"8777",1,47,0,0,0,0,1,1,1,0,0,"Republican",0
"8778",1,55,0,0,0,0,0,1,1,0,0,"Republican",0
"8780",1,34,1,0,0,0,0,1,0,0,1,"Independent",0
"8781",1,40,0,0,1,0,1,1,1,0,0,"Republican",1
"8782",1,77,1,0,0,0,1,0,0,0,1,"Independent",0
"8783",1,39,1,0,1,1,1,1,1,0,0,"Republican",0
"8784",1,37,0,0,1,0,1,1,0,1,0,"Democrat",1
"8785",1,44,1,0,1,1,1,1,0,1,0,"Democrat",1
"8786",1,38,0,0,1,1,0,1,0,1,0,"Democrat",0
"8788",1,42,0,0,1,0,1,1,1,0,0,"Republican",0
"8789",1,43,1,0,0,0,0,1,0,0,1,"Independent",0
"8790",1,34,1,0,1,0,1,0,0,1,0,"Democrat",1
"8791",1,42,0,0,1,1,0,1,1,0,0,"Republican",0
"8793",1,67,0,0,0,0,1,0,1,0,0,"Republican",0
"8794",1,59,0,0,0,0,1,1,1,0,0,"Republican",0
"8795",1,68,1,0,0,0,1,0,0,1,0,"Democrat",1
"8796",1,32,1,0,1,0,0,1,0,0,1,"Independent",1
"8797",1,35,0,0,1,0,1,1,0,0,1,"Independent",1
"8798",1,58,1,0,1,1,1,0,0,0,1,"Independent",0
"8799",1,71,1,0,0,0,1,0,0,1,0,"Democrat",1
"8800",1,19,0,1,0,1,0,0,0,0,1,"Independent",1
"8801",1,58,0,0,0,0,1,0,1,0,0,"Republican",0
"8802",1,27,0,0,1,0,0,1,0,0,1,"Independent",1
"8803",1,60,0,0,1,1,1,0,0,1,0,"Democrat",1
"8804",1,30,0,0,1,0,1,1,0,0,1,"Independent",0
"8805",1,59,0,0,0,0,1,1,0,1,0,"Democrat",0
"8806",1,54,0,0,0,0,1,1,0,0,1,"Independent",0
"8807",1,77,1,0,0,0,1,0,1,0,0,"Republican",0
"8808",1,37,1,0,0,1,0,0,0,1,0,"Democrat",1
"8809",1,28,0,0,1,0,0,1,0,1,0,"Democrat",0
"8810",1,31,0,0,1,0,1,1,0,0,1,"Independent",1
"8811",1,43,1,0,0,0,1,0,0,0,1,"Independent",0
"8812",1,32,1,0,0,0,1,1,0,0,1,"Independent",0
"8813",1,48,1,0,1,1,1,1,0,1,0,"Democrat",1
"8814",0,37,1,0,0,0,0,1,1,0,0,"Republican",0
"8815",1,28,1,0,1,0,0,1,0,0,1,"Independent",0
"8816",1,36,1,0,1,1,0,1,0,1,0,"Democrat",0
"8817",0,42,1,0,1,1,0,0,0,0,1,"Independent",0
"8818",1,24,1,0,1,0,0,1,0,0,1,"Independent",0
"8820",1,81,1,0,0,0,1,0,1,0,0,"Republican",0
"8821",1,39,1,0,1,0,1,1,1,0,0,"Republican",0
"8822",1,42,1,0,1,0,1,1,1,0,0,"Republican",0
"8824",1,21,1,0,1,1,0,1,0,0,1,"Independent",0
"8825",1,63,1,0,1,1,0,0,0,1,0,"Democrat",1
"8826",1,38,1,0,1,1,1,1,0,1,0,"Democrat",1
"8827",1,67,1,0,0,0,1,0,1,0,0,"Republican",0
"8828",1,81,0,0,0,0,0,0,1,0,0,"Republican",0
"8829",1,31,1,0,1,0,0,0,0,1,0,"Democrat",1
"8830",1,78,1,0,0,0,0,0,0,1,0,"Democrat",1
"8831",1,38,0,0,1,1,0,1,0,0,1,"Independent",0
"8832",1,65,0,0,0,0,1,0,0,1,0,"Democrat",1
"8833",1,60,1,0,0,1,0,1,0,1,0,"Democrat",1
"8834",1,37,1,0,1,0,1,1,1,0,0,"Republican",0
"8836",1,28,0,0,1,0,0,1,0,0,1,"Independent",0
"8837",1,41,1,0,1,0,0,1,1,0,0,"Republican",0
"8838",1,29,1,0,1,0,0,0,0,1,0,"Democrat",1
"8839",1,24,0,0,1,1,0,1,0,1,0,"Democrat",1
"8841",1,75,0,0,0,0,1,1,1,0,0,"Republican",0
"8842",1,58,0,0,0,1,0,0,0,1,0,"Democrat",1
"8843",1,41,0,0,1,0,0,1,1,0,0,"Republican",0
"8844",1,24,0,0,1,0,0,0,1,0,0,"Republican",0
"8845",1,83,1,0,0,0,0,0,0,1,0,"Democrat",1
"8846",1,59,1,0,0,1,1,0,0,1,0,"Democrat",1
"8848",1,32,1,0,1,0,1,1,0,1,0,"Democrat",1
"8849",1,59,0,0,0,0,1,0,1,0,0,"Republican",0
"8851",1,41,1,0,1,0,1,1,0,1,0,"Democrat",1
"8852",1,33,1,0,1,0,0,1,0,0,1,"Independent",1
"8853",1,38,1,0,1,0,1,1,1,0,0,"Republican",1
"8854",1,34,0,0,1,1,0,1,0,1,0,"Democrat",0
"8855",1,34,0,0,1,0,0,1,0,0,1,"Independent",1
"8856",0,61,1,0,0,1,0,0,0,1,0,"Democrat",1
"8857",1,22,0,0,1,0,0,1,0,1,0,"Democrat",1
"8858",1,33,0,0,1,0,0,1,0,0,1,"Independent",0
"8859",1,69,1,0,0,0,0,0,1,0,0,"Republican",0
"8861",1,24,1,0,1,0,0,0,1,0,0,"Republican",1
"8862",1,25,1,0,1,0,0,1,1,0,0,"Republican",0
"8863",1,58,1,0,0,1,1,0,0,1,0,"Democrat",1
"8864",1,68,0,0,0,0,1,0,0,0,1,"Independent",0
"8865",1,50,0,0,0,0,0,0,1,0,0,"Republican",0
"8866",1,44,0,0,1,0,1,1,1,0,0,"Republican",0
"8867",1,75,1,0,0,0,1,0,1,0,0,"Republican",0
"8868",1,35,1,0,1,1,0,1,0,1,0,"Democrat",1
"8870",1,28,0,0,1,0,1,1,0,0,1,"Independent",0
"8871",1,27,0,0,1,0,0,1,0,1,0,"Democrat",1
"8872",1,30,0,0,1,0,0,0,1,0,0,"Republican",0
"8873",1,58,0,0,0,1,1,0,0,1,0,"Democrat",1
"8874",1,46,0,0,0,0,1,1,1,0,0,"Republican",0
"8875",1,61,0,0,0,0,1,1,0,1,0,"Democrat",1
"8876",1,35,1,0,1,0,0,1,0,1,0,"Democrat",1
"8877",1,56,0,0,0,0,0,0,0,1,0,"Democrat",1
"8878",1,66,0,0,0,0,0,0,1,0,0,"Republican",0
"8880",1,29,0,0,1,0,0,1,0,1,0,"Democrat",1
"8881",1,60,0,0,1,1,1,0,0,1,0,"Democrat",0
"8882",1,30,1,0,0,0,0,1,1,0,0,"Republican",0
"8883",0,22,1,0,0,1,0,1,0,0,1,"Independent",0
"8884",1,31,1,0,1,0,0,1,1,0,0,"Republican",0
"8885",1,27,1,0,1,0,0,1,1,0,0,"Republican",0
"8887",0,36,0,0,1,1,0,0,1,0,0,"Republican",0
"8888",1,38,1,0,0,0,1,1,1,0,0,"Republican",0
"8889",0,42,0,0,1,0,1,1,0,0,1,"Independent",0
"8890",1,26,0,0,1,1,0,1,0,1,0,"Democrat",0
"8891",0,36,1,0,1,1,1,0,0,0,1,"Independent",0
"8892",1,62,0,0,0,0,0,1,0,1,0,"Democrat",0
"8893",1,39,0,0,1,0,0,1,0,0,1,"Independent",1
"8894",1,32,1,0,1,0,1,1,0,0,1,"Independent",1
"8895",1,33,0,0,1,0,0,1,0,1,0,"Democrat",1
"8896",1,73,1,0,0,0,0,0,0,1,0,"Democrat",1
"8897",1,27,0,0,1,1,0,1,0,0,1,"Independent",1
"8899",1,37,1,0,1,1,1,1,0,1,0,"Democrat",1
"8900",1,38,1,0,1,0,0,1,0,0,1,"Independent",1
"8901",1,41,0,0,1,0,0,1,0,0,1,"Independent",1
"8902",1,35,1,0,0,0,0,1,0,0,1,"Independent",0
"8903",1,72,0,1,0,0,1,0,1,0,0,"Republican",0
"8904",1,56,1,1,0,1,0,0,0,1,0,"Democrat",0
"8905",1,59,0,0,0,1,0,0,1,0,0,"Republican",0
"8907",1,48,1,0,0,1,1,1,0,1,0,"Democrat",1
"8908",1,35,1,0,1,1,1,1,0,1,0,"Democrat",1
"8909",1,61,0,0,1,1,0,1,0,1,0,"Democrat",0
"8911",1,44,0,0,1,0,1,1,0,0,1,"Independent",0
"8912",1,76,1,0,0,0,1,0,1,0,0,"Republican",0
"8913",0,37,0,0,1,1,1,1,0,1,0,"Democrat",1
"8914",1,40,0,0,1,0,0,1,1,0,0,"Republican",0
"8915",1,36,0,0,1,0,1,1,1,0,0,"Republican",0
"8916",1,26,0,0,1,0,0,1,1,0,0,"Republican",1
"8917",1,40,0,0,1,0,1,1,0,0,1,"Independent",0
"8918",1,32,1,0,1,0,0,1,1,0,0,"Republican",0
"8919",1,25,1,0,1,0,0,0,0,0,1,"Independent",0
"8920",1,41,1,0,1,0,0,1,0,1,0,"Democrat",1
"8921",1,44,0,0,1,0,0,0,0,0,1,"Independent",0
"8923",1,56,0,0,0,1,1,1,0,1,0,"Democrat",1
"8924",1,33,1,0,1,0,0,1,0,0,1,"Independent",0
"8925",1,53,0,0,1,1,0,1,1,0,0,"Republican",0
"8926",1,34,0,0,1,0,1,1,0,0,1,"Independent",0
"8927",1,43,1,0,1,0,1,1,0,1,0,"Democrat",1
"8928",1,41,0,0,1,0,1,1,0,0,1,"Independent",1
"8929",1,35,0,0,1,0,1,1,0,1,0,"Democrat",1
"8930",1,27,0,0,1,0,0,1,0,0,1,"Independent",0
"8931",1,42,1,0,1,0,1,0,0,0,1,"Independent",1
"8932",1,36,0,0,1,0,1,1,0,0,1,"Independent",0
"8933",1,33,1,0,1,0,1,1,0,0,1,"Independent",1
"8934",1,62,0,0,1,1,0,1,0,1,0,"Democrat",1
"8935",1,34,1,0,1,0,1,1,0,1,0,"Democrat",1
"8936",1,87,1,0,0,0,0,0,0,0,1,"Independent",0
"8937",1,37,1,0,1,1,1,0,0,1,0,"Democrat",1
"8939",1,30,1,0,1,0,1,0,0,0,1,"Independent",1
"8940",1,36,0,0,1,0,0,1,0,0,1,"Independent",1
"8941",1,38,1,0,1,1,0,1,0,1,0,"Democrat",1
"8942",1,39,1,0,1,1,0,1,0,0,1,"Independent",1
"8943",1,19,1,0,1,1,0,0,1,0,0,"Republican",0
"8944",1,36,1,0,1,1,1,1,0,1,0,"Democrat",1
"8945",1,38,1,0,1,0,1,1,0,1,0,"Democrat",1
"8946",1,43,1,0,1,0,1,1,0,1,0,"Democrat",1
"8947",1,23,1,0,1,0,0,0,1,0,0,"Republican",0
"8948",1,77,0,0,0,0,0,0,0,1,0,"Democrat",1
"8949",1,50,0,0,1,1,0,0,0,1,0,"Democrat",1
"8950",1,55,0,0,0,0,1,0,0,0,1,"Independent",0
"8951",0,32,1,0,0,0,1,0,0,0,1,"Independent",1
"8952",1,21,0,0,1,0,0,1,1,0,0,"Republican",0
"8953",1,36,1,0,1,1,1,0,1,0,0,"Republican",1
"8954",1,70,0,0,0,0,1,0,1,0,0,"Republican",0
"8955",1,72,0,0,0,0,1,0,1,0,0,"Republican",0
"8956",1,66,1,0,0,0,1,0,1,0,0,"Republican",0
"8957",1,39,0,0,0,0,0,1,0,0,1,"Independent",0
"8959",1,32,1,0,0,0,0,1,0,0,1,"Independent",0
"8960",1,47,0,0,0,0,1,1,1,0,0,"Republican",0
"8962",1,42,1,0,1,1,0,0,1,0,0,"Republican",0
"8963",1,58,0,0,0,0,1,1,0,1,0,"Democrat",1
"8965",1,66,1,0,0,0,0,0,0,1,0,"Democrat",1
"8966",1,58,0,0,0,0,0,0,1,0,0,"Republican",0
"8968",1,27,0,0,1,0,0,1,0,1,0,"Democrat",1
"8969",1,61,1,0,1,1,1,1,0,1,0,"Democrat",1
"8970",1,30,0,0,1,1,0,1,0,1,0,"Democrat",1
"8971",1,40,1,0,1,1,1,0,0,1,0,"Democrat",1
"8972",1,33,0,0,1,1,0,0,1,0,0,"Republican",0
"8973",1,31,1,0,1,1,0,1,0,0,1,"Independent",1
"8974",1,37,1,0,1,0,0,1,0,0,1,"Independent",1
"8975",1,63,0,0,0,0,1,0,1,0,0,"Republican",0
"8976",1,33,1,0,1,1,0,0,0,1,0,"Democrat",1
"8977",1,31,1,0,1,0,0,0,0,1,0,"Democrat",1
"8978",1,73,0,1,0,0,1,0,1,0,0,"Republican",0
"8979",1,72,1,0,0,1,1,0,0,1,0,"Democrat",1
"8980",1,39,1,0,1,1,0,1,0,1,0,"Democrat",1
"8981",1,68,1,0,0,0,1,0,0,0,1,"Independent",0
"8982",1,56,0,0,0,0,0,1,0,1,0,"Democrat",1
"8983",1,33,0,0,1,0,0,1,0,1,0,"Democrat",1
"8984",1,47,0,0,0,0,1,0,0,0,1,"Independent",1
"8985",1,34,0,0,1,0,1,NA,0,1,0,"Democrat",1
"8986",1,65,1,0,0,0,1,0,1,0,0,"Republican",0
"8987",1,66,1,0,0,0,1,1,1,0,0,"Republican",0
"8988",1,51,0,0,1,1,1,1,0,0,1,"Independent",0
"8989",1,34,0,0,1,1,0,1,1,0,0,"Republican",0
"8990",1,19,1,0,1,1,0,1,0,1,0,"Democrat",1
"8991",1,45,0,0,0,0,0,1,0,0,1,"Independent",1
"8992",1,28,0,0,1,0,1,0,0,0,1,"Independent",0
"8993",0,25,1,0,0,0,0,0,1,0,0,"Republican",0
